Gene	Score	0.95 MoE	P-Value	FDR
CORO6	-0.8541195376814019	0.004925582518546976		
SMURF1	-0.8540806124353215	0.003933510747166949		
DKFZP761I2123	-0.8538351504378907	0.0043314350259590255		
ALDH1A3	-0.8537702778412868	0.004667860081459971		
LOC284356	-0.8535858336424857	0.004542425356736426		
GDPD5	-0.8535419079113461	0.004139555596091509		
IBRDC3	-0.8534293915446485	0.003620159295070976		
NGFR	-0.8531295512721356	0.004413360956754098		
NIT1	-0.8530213666053192	0.004740914685470387		
UBE2D4	-0.8528065885587214	0.004231630450752501		
SLITRK6	-0.852680742412104			
TGM2	-0.8525305183492545			
KRTAP2-1	-0.8524451857238468			
ALS2CL	-0.8516638397915341			
DAB2	-0.8513569370659355			
PLXNB2	-0.8507746991640022			
OR2A4	-0.8507185114679101			
MIRN21	-0.8506997490863475			
TUBB2A	-0.8504227336773251			
SESTD1	-0.8494761522984946			
MGC14376	-0.849351193168927			
TNFAIP3	-0.8493071159545966			
ILK	-0.8484459995450541			
DDX26B	-0.8481184865453789			
MYO1C	-0.8476991729670628			
SLC2A1	-0.8471048641678568			
ERBB3	-0.8469165960265078			
TGM1	-0.8468124435978606			
ARHGEF2	-0.8466959292652938			
UPP1	-0.8464202839532079			
SIN3B	-0.8461749888219384			
A2ML1	-0.8461406766313854			
CXCL1	-0.8459766004046435			
TMEM40	-0.8455769341856907			
FCHSD1	-0.8451285985233599			
SPTB	-0.8449498763556256			
C18ORF37	-0.8448520558098007			
MAP3K6	-0.8445966462955464			
OR2A7	-0.844592364663225			
KRT6A	-0.8445109857206149			
LOC400924	-0.84447212680462			
WDFY2	-0.8443023338673171			
GPRC5A	-0.8442428293034562			
CXCL3	-0.8442371741681711			
HMGA2	-0.8439867171427899			
TCIRG1	-0.843916779036277			
PLAU	-0.8436012014611001			
DGKA	-0.8435244278381552			
WSB1	-0.8428019765205436			
LTBP2	-0.8426427533024503			
PMS2L11	-0.8426180169328348			
COL7A1	-0.8421770057970431			
CALCOCO1	-0.8416676941023956			
SPRR1B	-0.8416424197920512			
LOC554202	-0.8409403775400047			
TNFRSF25	-0.8406959698544907			
COL1A1	-0.8405154192162572			
LAMB3	-0.8395608768814807			
KIAA0280	-0.8391325250854395			
ETV5	-0.8391178120897017			
PLEKHG2	-0.8390996992627588			
ARHGEF10	-0.8386307358295575			
LIF	-0.8384687784595684			
IQGAP1	-0.8379150781691161			
NFKBIZ	-0.8377265425009961			
LOC653250	-0.837659898380096			
KIAA1949	-0.8374897467574625			
AKAP12	-0.8372434356101549			
ITSN1	-0.8372427971585136			
C8ORF70	-0.8372009382923471			
PLXNA3	-0.8361257801820342			
C6ORF85	-0.8353767640189433			
RGL2	-0.8352093140826548			
CELSR2	-0.834728512594822			
MALT1	-0.8335910395464414			
SBNO2	-0.8335476820551853			
MICAL2	-0.8324905206567165			
SCNN1A	-0.8323389777540459			
TNCRNA	-0.8319869105437335			
LTBP1	-0.8316899351606977			
TP53I3	-0.8313494642089899			
DUOX1	-0.830542039889531			
RASA1	-0.8304918885641234			
TEAD3	-0.8303862643045107			
VCL	-0.8298948468758297			
SLC22A18	-0.8292807496324283			
ACAT2	-0.8292290375890887			
ADAM8	-0.8283417564437653			
KIAA1727	-0.8282241091048749			
EPHA1	-0.8277412967889762			
NEDD4L	-0.827442545864246			
C16ORF74	-0.8269182436046071			
SLC12A6	-0.826563584088565			
KCNN4	-0.8265463272486496			
TNFAIP2	-0.8258817498942214			
EPHB3	-0.825564691902045			
MKI67	-0.8255450165014306			
PARP4	-0.8255110300524344			
OR2A20P	-0.8253357486547084			
ARRDC1	-0.8250984529482875			
IL1B	-0.8250152153414987			
TUBA3	-0.8249987203523794			
ARTN	-0.8249508555724973			
APOL6	-0.8248925024307574			
COL5A3	-0.8243030166376132			
C21ORF86	-0.824047709844076			
PLA2G4B	-0.8240043302938869			
CELSR1	-0.8238938350427499			
PTGS1	-0.8236860728175817			
KRT75	-0.8234159969505982			
LOC647135	-0.8232599749707067			
GJB3	-0.8230116725184374			
USP54	-0.8229807101474397			
KIAA0226	-0.8227363634185726			
BDKRB2	-0.8220747257528705			
MALL	-0.8219632744956837			
DDEF2	-0.8219444943778295			
ICAM1	-0.821705472334044			
MGC3032	-0.8214418310078432			
FLJ43339	-0.8209594962894381			
PLXNB1	-0.8208378123393142			
BMP1	-0.8207731414838103			
SEMA4B	-0.820376774159986			
SQRDL	-0.8199932161519367			
NID2	-0.8199497204142505			
IRF7	-0.819668659751757			
LYPD3	-0.8195286236394388			
NRBP2	-0.8195067584747955			
HIP1R	-0.8194746390239859			
NDRG1	-0.8189792395459218			
SEC14L2	-0.8188585501700085			
MAST4	-0.8188543327283485			
PBX4	-0.8188226969360669			
SAT1	-0.8186946948837416			
LOC283680	-0.8184686007258191			
ZSWIM6	-0.8184060458332773			
LOC399959	-0.8180519255032032			
ITGB6	-0.8178400101225777			
EMP1	-0.8174606369244783			
GRHL1	-0.8171201123554157			
MMP9	-0.8169754797117821			
BCDO2	-0.8168287206823			
STEAP4	-0.8167541028385643			
ERBB2	-0.8163997178494122			
C1ORF63	-0.8160049721675701			
MTMR11	-0.8154743864675169			
COL4A2	-0.8153072150864891			
XDH	-0.814883123384406			
SLC6A14	-0.8146556092495044			
TNFRSF6B	-0.8146281517938165			
ITGA2	-0.8144744732911922			
PRPSAP1	-0.8143341534050171			
ZC3H12A	-0.8143200899531171			
TGFB1I1	-0.8138585370711221			
CHFR	-0.8137710611627748			
GNRH1	-0.8132257805979412			
COL12A1	-0.8129854486351269			
MT1G	-0.8127989341776842			
COL8A2	-0.8126845685975169			
SHC1	-0.8126830591832068			
VAMP1	-0.8125710254033434			
SERPINB1	-0.8123715194292097			
CFLAR	-0.8115878174413919			
C12ORF22	-0.8104404573462454			
ABHD3	-0.8102274704144783			
SRC	-0.810062182916481			
C16ORF67	-0.8098122076695161			
AHSA2	-0.8097064549254659			
CDH24	-0.8096724712041349			
SSH3	-0.8091152250165481			
SDCBP2	-0.8090925116605131			
NEDD9	-0.8086146589326557			
FLYWCH1	-0.8084609994850014			
ERC1	-0.8083616233018855			
COX6A1	-0.8082174231390545			
ITGB4	-0.8080832616339299			
LAMA3	-0.8080233169879133			
SPTBN5	-0.8078310174324176			
FAM80B	-0.8076445436544759			
IRF1	-0.8076099645929253			
NPAS2	-0.8071936961871584			
KLF7	-0.8069825859401156			
MOV10	-0.8069704350003335			
MT2A	-0.8058159415302033			
FAM63B	-0.8057435271952791			
KIF13B	-0.8055845761495198			
LOC646919	-0.8049671509163266			
NUMB	-0.8048182492914305			
PRKD2	-0.80477540126869			
SEMA4F	-0.8046101206139523			
LOC650610	-0.8045762927871989			
TPBG	-0.8043547408931236			
ITGA5	-0.80421371985975			
ZNF211	-0.8041812940749142			
FGD6	-0.8038336160705817			
LCAT	-0.8031308454755105			
CNKSR1	-0.8027574895458263			
TFCP2L1	-0.802596788297519			
ARHGAP23	-0.802508818754607			
KRTHB6	-0.8022060360785898			
TMEM139	-0.8011390276136576			
HYI	-0.8006097695257327			
PRIC285	-0.8001820247318441			
C20ORF112	-0.8001787707721771			
PNRC1	-0.8001473354554212			
PTPN1	-0.7994951738481748			
TRIB2	-0.799459016152547			
HIST2H2BE	-0.7991599797221036			
FAT	-0.7991161045766239			
HOMER3	-0.799049728159151			
PDZD2	-0.798896320973826			
DSP	-0.7983618960889051			
M-RIP	-0.7983451044598705			
FLOT1	-0.7979040243137827			
GPR110	-0.7977717150226432			
ABI1	-0.7976967898264505			
IGSF3	-0.7975045325863445			
MGC16121	-0.7974313598406304			
NBEAL1	-0.7973278605961325			
LOC642587	-0.7970878531260035			
GCOM1	-0.7967689448145484			
ECGF1	-0.7961887456469358			
GRAMD2	-0.7961744937893916			
STARD5	-0.7960840537787326			
USP35	-0.7958839744444844			
KIAA1841	-0.7958695679566553			
C6ORF59	-0.7957520929138925			
DAAM1	-0.7956828035552098			
LOC440434	-0.7955293020862076			
PPP1R13L	-0.7954137795340613			
TUBB6	-0.795239724032197			
ANXA2	-0.795020649601591			
LGALS1	-0.79480490462221			
KIAA0913	-0.7946634381642634			
INPPL1	-0.794382655046882			
MAMDC2	-0.7941982803734958			
CACNG4	-0.7938596499793507			
CCDC82	-0.793684282831169			
MLL3	-0.7934707940078212			
CORO1B	-0.7932198977670699			
SULT1E1	-0.7930997997825693			
C5ORF4	-0.7925087479056381			
ANPEP	-0.7924887458627041			
DUOXA1	-0.7924584748190591			
ARHGAP18	-0.7924526533389464			
ST3GAL5	-0.7919743624025429			
GBP3	-0.7917647994700411			
MGST3	-0.7916627056399118			
RNF19	-0.7916245965954902			
OBSCN	-0.7916115718150927			
LRRC49	-0.7915750142756314			
KRT6B	-0.7914033040495261			
TPCN2	-0.7914026098994068			
SH3TC2	-0.7911479569574791			
GOLGA2	-0.790879787652829			
CXX1	-0.790839500570434			
TBC1D3	-0.7905704196826967			
PLAT	-0.7901300619923102			
TRPM4	-0.7900512947417004			
IFNE1	-0.7899029950236152			
ERCC1	-0.7897475151700413			
TFE3	-0.7896712387320888			
TSHZ3	-0.7890766972917005			
FBLIM1	-0.7890476753398268			
SKIL	-0.788749342044822			
NICN1	-0.7886172512939528			
SETBP1	-0.7879985634652337			
PEAR1	-0.7879382079107875			
KLHDC7B	-0.7878056045839447			
C1QDC1	-0.7877551920350537			
FER	-0.7875599361999669			
CNTN1	-0.7874270695507598			
EREG	-0.7869018277523204			
MOBKL2C	-0.7862470700180084			
TRIP10	-0.7861995150097251			
ESPL1	-0.7860504320105912			
SMURF2	-0.7858410910025329			
WNT5B	-0.7856260455506714			
GTPBP2	-0.7851919116944388			
ARHGEF5	-0.7851045842438448			
ENC1	-0.7850419708032849			
LOC284454	-0.7849217686284029			
HSPC049	-0.7848428325170806			
ZBTB7C	-0.78463994903296			
SDHAL1	-0.7843719388902683			
MTHFR	-0.7843632038371061			
ANXA2P2	-0.7842482402848301			
KIAA1794	-0.7840949283255969			
SMCR7	-0.7839932926780824			
SLC26A6	-0.7838718583294305			
FLNB	-0.7837591664228429			
PTPRE	-0.7834534231501443			
RAC2	-0.7833113684640818			
C15ORF17	-0.7829612089423963			
MYD88	-0.7828673412363873			
LOC440667	-0.7826288185187377			
CTDSP2	-0.7823548450476512			
IL6	-0.7822592219932988			
SLC4A3	-0.7822203466578449			
LOC441296	-0.7819716541030005			
MRC2	-0.7815117494463482			
GRB7	-0.7814640840901469			
LOC283267	-0.7813959865599972			
IL17RA	-0.7807182574517264			
UNC84B	-0.7803652464513412			
SLC9A3	-0.7798869562239723			
PTPN12	-0.779743070635935			
GABRE	-0.7795302767238776			
COL18A1	-0.7795180264272015			
EIF2C4	-0.7792720240348399			
LOC653464	-0.7790287997941947			
MFAP2	-0.7785876544672928			
LDLRAP1	-0.778411536986617			
MYADM	-0.7783207812269559			
PXN	-0.7773739597769205			
DONSON	-0.7769253250038876			
C6ORF111	-0.7766948560175195			
AMT	-0.7764491615628758			
PLAUR	-0.7762036203802001			
CPEB4	-0.775811247068357			
DOCK6	-0.7750338225578328			
MT1M	-0.7749994076919542			
MACF1	-0.774807939222466			
RP13-297E16.1	-0.774641293008551			
MT1X	-0.7743687367935377			
CDH1	-0.7741367760951996			
TTC31	-0.7741058649736153			
MAPK8IP3	-0.7740164144709708			
PRKAG2	-0.7737861068081585			
PRKCDBP	-0.7734602307974958			
THBS1	-0.7734574879861169			
NAPRT1	-0.7729749485571287			
MTMR3	-0.7728044551707642			
ERRFI1	-0.7725179306762133			
C10ORF47	-0.7720242724559706			
RAB43	-0.7718028383346718			
FKBP1B	-0.7717715121485154			
TLR2	-0.771615918370763			
HBEGF	-0.7711502484049965			
TFAP2C	-0.7709332895424751			
CAPN2	-0.7709175538459779			
ARHGAP27	-0.770793477402032			
ITCH	-0.7705533427576118			
PDE4DIP	-0.7705000291622005			
STX2	-0.7704877982197349			
LOC692247	-0.7702289762586358			
LOH11CR2A	-0.7701282505552877			
CTA-221G9.4	-0.7691498294672334			
TRIOBP	-0.7690619753398603			
PTPRM	-0.7688642538241593			
STK10	-0.768713083432416			
MAPK7	-0.7685750868906263			
CXYORF10	-0.7683687734686947			
KLF6	-0.7679926531603595			
LOC644241	-0.7678212141517263			
SLC2A4RG	-0.7677652793024071			
PIGZ	-0.7676302029932621			
VASN	-0.7675227207736045			
MT1F	-0.7673312294221334			
BHLHB2	-0.7672668074319019			
CREB1	-0.766819453722084			
CLSTN1	-0.7663895180909315			
ARF1P1	-0.7662922536509703			
LDLR	-0.7661918332452173			
ANKMY2	-0.7660498394985772			
STARD13	-0.7660251325850158			
LOC440944	-0.765960234772341			
NPC1	-0.7658177486972463			
COL4A1	-0.7657176537411219			
ATP6V0A1	-0.7655432148751039			
PPM2C	-0.7653875387260413			
RRAS	-0.7649043484751521			
LOC340061	-0.7647250458561626			
CUL7	-0.764712553021862			
IL1A	-0.7639421772040923			
TRAF6	-0.7638802945784444			
C3ORF37	-0.7636251549699404			
LOC646848	-0.763393455734483			
NPEPPS	-0.7632546582768671			
ROGDI	-0.762606148609836			
GPR115	-0.7622641904463612			
TMEM79	-0.7621232040362457			
ALOX15B	-0.7614257915580038			
LEMD1	-0.7612905521648864			
DKFZP434J0226	-0.7610272301526851			
TMPRSS11E	-0.760893989873684			
GDI1	-0.760720506777702			
BAIAP2L1	-0.7603004932741421			
DDX5	-0.7601302822088033			
TNFAIP1	-0.7600707540921281			
LRRC42	-0.7598708480987192			
LOC145842	-0.759677750257272			
RAPH1	-0.7594176419329135			
ZNF767	-0.7592447414667002			
LMTK3	-0.7591301094489256			
FAM11A	-0.7586068508773753			
C6ORF141	-0.758587098841155			
SH3TC1	-0.7585113516772677			
IRAK2	-0.7584520191107041			
MAGED2	-0.7583018431349604			
PTPN3	-0.7580329425472839			
RAD9A	-0.7579762201105286			
UTRN	-0.7579728760204285			
LOC162993	-0.7578437513579046			
TUBB3	-0.7578233311282413			
TPST1	-0.7572474804191087			
MN1	-0.7571799193486163			
S100PBP	-0.7566113368061229			
HS3ST2	-0.7565500899192861			
FER1L3	-0.7563890955958096			
RWDD2	-0.7560873801355253			
KIAA1539	-0.7559797070345218			
KIAA1914	-0.7559443023614321			
MLPH	-0.7557304021177251			
LOC388969	-0.7556201038650097			
FLJ20035	-0.7555729113448124			
SEMA4C	-0.755547551679039			
SPG3A	-0.7555323229450976			
CHD2	-0.7555098742294463			
ZMYM5	-0.7554895115632246			
BHLHB3	-0.7552834776711547			
SETX	-0.755159651729608			
BNIP3L	-0.7546211032297716			
LASP1	-0.7540889247458704			
TEP1	-0.7536153989280716			
TRAF3IP3	-0.7534973515147967			
PLEKHA2	-0.7534557053517958			
ID1	-0.7533066391444474			
GALNAC4S-6ST	-0.7532734025570067			
TACC3	-0.7528303517324613			
ING4	-0.7527985663962939			
HLA-DRB4	-0.7526316529127269			
DKFZP762E1312	-0.7525268730997327			
NF1	-0.7524725543799571			
HAPLN3	-0.7524008032558452			
RUTBC1	-0.7522666497586051			
TROAP	-0.7522202840116118			
SDHA	-0.7522024060502859			
LOC344595	-0.7520626027686861			
LOC146909	-0.7520113006683149			
SDC1	-0.7519105669845322			
IGSF8	-0.7518499774576833			
ANXA8	-0.7517763665338306			
CXCL2	-0.7516729915436852			
RASSF6	-0.7513507458012529			
RASSF7	-0.7501653818748759			
CHKB	-0.7499827852502395			
ABL2	-0.7496195168458983			
TNC	-0.7495965898437458			
RUTBC3	-0.7494862359258629			
FGFR3	-0.7491211812914594			
LRRC8A	-0.749057171639315			
TMEM8	-0.7489757917159425			
ELMO3	-0.7486232877016128			
PC	-0.7479859506421498			
PPP4R1	-0.7479279193314703			
ATG16L2	-0.7478220555856302			
SREBF1	-0.7475692616363037			
PCNT	-0.7475006205590908			
SIRT3	-0.7474158220769411			
STAT2	-0.7473535246601768			
CENTA1	-0.7473237450359335			
EFEMP2	-0.7472069448727996			
RRM2	-0.747177572015486			
MLLT4	-0.7468383516817613			
DENND2C	-0.7468017399631904			
CGN	-0.746757935166439			
TP53INP2	-0.7463724626480329			
HSD3B7	-0.7463491956114678			
COL4A6	-0.7463220134699061			
C1ORF74	-0.7461874142829136			
DYNC1H1	-0.7458400929012848			
MRGPRX3	-0.7456577693632719			
CFB	-0.7454885258964346			
PHLDA1	-0.7450522976878611			
PLXNA2	-0.7450271637488939			
UBAP1	-0.7449476621661658			
TBC1D2B	-0.7447599005596064			
MT1H	-0.7447075541025597			
SOX9	-0.7446197058578934			
GALR3	-0.7443629836565244			
KIAA0355	-0.7443500507724614			
PPL	-0.7442957351277354			
TSPAN1	-0.7440969392092931			
THRAP2	-0.7440825740085626			
KIAA2002	-0.7440063809939456			
EPPK1	-0.74382798903355			
VASP	-0.7437571079293231			
EGF	-0.743556973323954			
APOBEC3B	-0.7434497507189487			
SFRS5	-0.7433436208420899			
TMC6	-0.7430189094865108			
ATAD2	-0.7426747540114124			
RRBP1	-0.7425874543895922			
FRYL	-0.742519086092822			
GABBR1	-0.7421286904861109			
JUP	-0.7420514558244383			
C11ORF71	-0.741616673275445			
PROSAPIP1	-0.7415439769214425			
FADS2	-0.7412498002669516			
PROM2	-0.7412157607179655			
KIF14	-0.7408429656079738			
HOM-TES-103	-0.7408305541790378			
TMEM41B	-0.7406016915634547			
LOC440456	-0.7403101765339487			
OGDH	-0.7402048284418827			
DOK4	-0.7400664251678116			
TEAD1	-0.7400343940435157			
TGFBR2	-0.7400012198660073			
PCLO	-0.739866695091502			
MYH10	-0.7397352043215424			
CTSK	-0.7394162469846199			
ABTB1	-0.7391162700546349			
TP53INP1	-0.7390893670819304			
KIAA0284	-0.7388554093647637			
FUT1	-0.7386066401740708			
CDC25B	-0.7385053649628885			
ACOT9	-0.737713123104122			
LOC646561	-0.737460612387952			
CCND3	-0.7374527308636111			
DKK1	-0.7372444211549676			
ITGB5	-0.7369603229449405			
TBC1D10A	-0.7369513062829631			
M6PRBP1	-0.7365333524608637			
NOTCH2	-0.7361463882019459			
LOC644010	-0.7360359825735412			
FAM119A	-0.7359637412736783			
PCQAP	-0.7358258934008952			
TMEM49	-0.7357950429002532			
C10ORF33	-0.7354311636249404			
ALKBH6	-0.7353975350185922			
PHLDB2	-0.7352838703801878			
DMTF1	-0.7351674839525626			
ACADVL	-0.7350703758760467			
ULBP2	-0.7349581848585583			
ODF2L	-0.7348564934587207			
SYNE2	-0.7346595963227822			
KCNK6	-0.7346415106267689			
ZNF449	-0.7345678255260196			
LZTS2	-0.7344372987542233			
KLK7	-0.7343372620652304			
PPP4R1L	-0.7341827459695947			
PTPRF	-0.7339956090891645			
LOC339539	-0.733672499902668			
C20ORF194	-0.7334963066605752			
KLK10	-0.7330926107861593			
RALGPS2	-0.7327060210577432			
LIPG	-0.7324999038812042			
UBE1L2	-0.7321922663079633			
DNER	-0.7320186710711118			
PITPNM3	-0.7319783131785719			
PLK2	-0.7319761497409202			
TSPYL2	-0.7319495261106637			
PJA2	-0.7318605833797187			
FNDC4	-0.7316616333093382			
DLG5	-0.7316439430069449			
PVRL2	-0.7310215781571997			
HIATL2	-0.7307923518459435			
C10ORF10	-0.7301555717563469			
DUSP8	-0.7295041189203764			
PRICKLE1	-0.7292427770855808			
C1ORF201	-0.7291851959343663			
FLJ16287	-0.72862406733773			
TRIM38	-0.7285507066847092			
AKAP13	-0.7282915589942247			
IBRDC1	-0.7276354857295967			
CCDC84	-0.727589143565708			
C10ORF30	-0.7274858814989585			
TRY6	-0.7273172033963132			
GNA15	-0.7270601014797371			
MAP3K7IP3	-0.7266965127120654			
S100A8	-0.726631305851302			
MEG3	-0.7264434818880776			
LSS	-0.7260041509852088			
RELB	-0.7259366462577204			
TA-NFKBH	-0.7258367245953821			
FAM62A	-0.725660137605436			
MAP3K3	-0.7252685433246431			
CKMT1A	-0.7247856948570421			
SLC44A2	-0.7245989937130474			
MUC1	-0.7244060344869556			
CLDN8	-0.724372427815376			
ZNF443	-0.7241919451796104			
CMTM3	-0.7239117679851437			
HBLD1	-0.7237673714926318			
HSPC159	-0.7235322058552527			
KIF1B	-0.7234659336396159			
NFAT5	-0.7231650992063332			
CCDC131	-0.7231428548760022			
PLXNA1	-0.7229141516646889			
FLJ46875	-0.722718867387283			
EPHA2	-0.7225736468660002			
OR2F1	-0.7221006061238519			
RDHE2	-0.7220115060275301			
ABI2	-0.7219229604444551			
RP2	-0.7214711387681279			
CCDC93	-0.7213058390812022			
OBFC2A	-0.7211795657864565			
FGD4	-0.7210974550222757			
WDFY3	-0.7210584326524379			
MDAC1	-0.7210107207268072			
WWTR1	-0.721000435566872			
SHC4	-0.7207525200905582			
CBL	-0.7206606664291366			
NAV1	-0.7203968326843305			
CX3CL1	-0.7199997696750278			
CSMD2	-0.7197590994723211			
LOC643854	-0.7192761446924834			
LYST	-0.7187202980657744			
LOC285550	-0.7183389504203787			
DAB2IP	-0.7182545358896817			
RP5-821D11.2	-0.7177903877236443			
IL18	-0.7176557152848337			
NFKBIA	-0.7175750434545235			
FLJ35776	-0.7175475674227579			
TRIM56	-0.7174574003295678			
KAL1	-0.7171897583141603			
ATF2	-0.7170313577471289			
PRO2852	-0.7165296400152817			
TYK2	-0.7162421914807303			
SEC14L1	-0.7161420839605869			
CCDC49	-0.7159146394752831			
IGF2R	-0.7156740535581011			
MAGED4	-0.7153095554348889			
SPEG	-0.7152795065456533			
KIAA1161	-0.7152655508805595			
SH3PXD2B	-0.7148889657275068			
NCOA3	-0.7148561686638125			
MFI2	-0.7148145184958498			
SLC20A1	-0.7144832919252428			
SCEL	-0.7136817711465163			
FAM38A	-0.7134708242987716			
MYH9	-0.7134264300101536			
C1ORF106	-0.7127387795598737			
CCDC120	-0.7122976627668884			
CISH	-0.7119820388995353			
TOM1L2	-0.7116123696514889			
GSN	-0.7115851835047061			
PSRC1	-0.7114089784962643			
EFNB3	-0.7113999808384598			
P4HA2	-0.7113228760833222			
GTF2IRD1	-0.7112216786493608			
DNAJB2	-0.7112105865989071			
EZH1	-0.7107804783102747			
STK17B	-0.7107720475108658			
TJP2	-0.7101407586605071			
ELF1	-0.7100168634128038			
DDR1	-0.7098714694907103			
PPFIBP1	-0.7097771401010935			
HMGB3	-0.7097176337329495			
PDLIM7	-0.7096151371539348			
FAM7A2	-0.7094597515957638			
TNIP1	-0.7094014199285666			
DAPP1	-0.7092998707124468			
ABCA12	-0.7092946448278041			
GAS8	-0.7092874639274296			
TCN1	-0.7089704722223376			
DUSP4	-0.7087701891997831			
SREBF2	-0.7086003428244284			
ARHGAP19	-0.708588761770935			
GNE	-0.7085754755554262			
IRF6	-0.7085097626820757			
EFHC1	-0.7083579541947284			
RNF152	-0.7083051356098566			
CD9	-0.7080605986952161			
CORO1A	-0.7080342568969671			
SMPD1	-0.7077724407383668			
CDH3	-0.707510795260444			
UBE1	-0.7074997535804589			
PCDHB10	-0.7072995282086364			
LOC51136	-0.7072747993903746			
EHF	-0.7071395832150863			
LAMB2	-0.7066359354180729			
PRKCZ	-0.7065516819494959			
ETHE1	-0.7064267775283727			
CARD10	-0.705837143478038			
MGC39900	-0.7055726528968379			
PPARD	-0.7053533469722745			
CTNND1	-0.7052456645637242			
PAQR6	-0.7052422722584923			
GSTT2	-0.7039014691798186			
OPLAH	-0.7038005761608495			
SERPINB4	-0.7035682503470294			
ETV6	-0.7033757733814783			
LRRFIP2	-0.7031494783115535			
DLG1	-0.7028947532420211			
ITGA3	-0.7027873403575455			
USP11	-0.7027489232816747			
KIAA1856	-0.7025784279907149			
COL4A5	-0.7024143238472622			
TIAF1	-0.7021618315642163			
SLC25A29	-0.7019254982637702			
IL8	-0.701746562854989			
SLC37A2	-0.7013570777654725			
NEDD4	-0.7011451371709714			
ZBTB4	-0.701122476047386			
LAMC2	-0.7000035487364284			
RASA2	-0.6999456984541326			
COL6A3	-0.6995901433797285			
FBXL12	-0.6994735625629586			
SPRY4	-0.6990386626159176			
PGM3	-0.6985532564232757			
KIAA1407	-0.6982815723224012			
OR7E156P	-0.6981670442204981			
EPB41L4B	-0.6980398540157672			
LPAAT-THETA	-0.6979746934464187			
SESN2	-0.6979570891128448			
PCDHGA12	-0.6979566085618109			
ZBTB38	-0.6973405531714877			
SFXN3	-0.6972671650822531			
BBS2	-0.6972497151519544			
MMD	-0.6966665186013773			
EPS8L2	-0.6965831766401218			
AURKB	-0.6963610494155568			
FLJ27365	-0.6963041943267478			
LRRC15	-0.6960683679476591			
KIF3C	-0.6959637569969367			
SLC24A6	-0.6956220977736736			
RUFY2	-0.6953681229992904			
LOC150166	-0.6951494780147026			
FBN1	-0.6949014202318227			
OSBPL3	-0.6945722068113348			
MVP	-0.6943396136658155			
DDX17	-0.6942829821601592			
GRB10	-0.694248822911537			
ARHGAP12	-0.6942233266697484			
C14ORF78	-0.6939273081893567			
DQX1	-0.6938477803561898			
SPOCD1	-0.6938156671823682			
SLC16A5	-0.6934010084431608			
THRA	-0.6932347828126316			
STARD4	-0.6929461818845357			
KIAA1530	-0.6927725280673654			
PCDHGA3	-0.6923366795712729			
HMG4L	-0.6921719153199349			
CLCA2	-0.6920575148405569			
SP1	-0.691805231390567			
C5ORF16	-0.6917140145273957			
LOC440498	-0.6917034923442319			
SDCBP	-0.6916527705926144			
ITPK1	-0.6916101146142557			
CYP1A2	-0.6916087620143797			
FBN2	-0.6914283176354347			
COG3	-0.6910262108000825			
SOX13	-0.6910067937639427			
NRAS	-0.6908884097909922			
ETS1	-0.6905069502658164			
KIAA1644	-0.6904646513941907			
MMP1	-0.6904458953244895			
CLASP1	-0.6903052653201982			
JARID1B	-0.6902992395311077			
